signature,timestamp,wallet,amount,isBuy,protocol
SimulatedTxitsf7j0ejs,2025-07-08T07:30:08.359Z,5fv24aqMmCNu3rSQ6ChvH3cgUcda3z9W9JcSRmjrHHFf,63.822187638455574,1,Jupiter
SimulatedTxaj94otcps5b,2025-07-08T07:30:13.368Z,26VFHzBPHt1ew8F1BbcddHDnYfngigiFzhw6woeSd6Ni,78.10520704213799,0,Raydium
SimulatedTxv1v7y672aue,2025-07-08T07:30:18.374Z,6SVEvYVatwKCQtFxNvsmZD69r9LVyRxRrYoVKjEqncf9,54.57535005872434,0,Raydium
SimulatedTxm9izi79czqm,2025-07-08T07:30:23.383Z,9QofCsNXJNuhjRX2qECeB2EFfrK1TWMGdX3cY2z4GfDp,25.048857555190484,1,Orca
SimulatedTx9bfeljl55km,2025-07-08T07:30:28.392Z,9hHsrdbdXRiNAB2LpTefqArZjNfxjsJD9qznJw9WWeaz,7.9439715538771605,0,Orca
SimulatedTx1p3xvj0maaj,2025-07-08T07:30:33.404Z,9tk7Wf8DqnikPFSg2REPFF4TyjHAg4JdudQhzSuz4WpJ,46.71585361489781,0,Raydium
SimulatedTxxxrpxj1lfej,2025-07-08T07:30:38.411Z,HGCMNpLvz8joJooNdTzpELPYo84JX17TKLSGeh4pra92,7.668298066945667,1,Orca
SimulatedTx35umn3rhfne,2025-07-08T07:30:43.421Z,CySvE4ok8VdnEVwzug8LvW922cqgrsKw5Y4V5nbpHg2s,28.59549082960271,1,Raydium
SimulatedTx7sc4hc0rd2,2025-07-08T07:30:48.430Z,FkeafRFd9Ce8F27XkfFrBQ1aR15FtTR2RiCNWsd9a2Qf,28.682901337012325,1,Jupiter
SimulatedTxlrhdblatc2,2025-07-08T07:30:53.433Z,9RKa76tys11o1FUaXEW6TLdQF6oVPf1HLzXBYeB3VR3i,84.54030077812786,1,Jupiter
SimulatedTxwwjqdugx4tb,2025-07-08T07:30:58.435Z,EFnrU2b74Pu3HuwjEmZ6CLsiVH19v9Qmb7fujJfHKHhs,13.841076102597437,0,Raydium
SimulatedTx96tj3dih03d,2025-07-08T07:31:03.449Z,Gts6SHTV1ukuRGEBfgU7zaNrdePgCiZ1kgBk8yUGNhSh,11.102807034252592,1,Jupiter
SimulatedTxeczshtkhqvi,2025-07-08T07:31:08.454Z,AWuXDj1vTj5FfS8MyspUMCkFouWzzir6Sqbhy21hxfLu,33.47330326377098,0,Jupiter
SimulatedTxcgl0xenqxpt,2025-07-08T07:31:13.469Z,63aWbKPjZr23EYzW67RoDysM65sDUbK5oW6qGGe68MZv,17.122774692070863,1,Raydium
SimulatedTxphqlg9blu5o,2025-07-08T07:31:18.474Z,F6Sgjmf8oDZiSHDRbpTSXRZC59bLra87FvWAtMYwWCYf,55.49749997707914,1,Orca
SimulatedTxijjdgxwyyum,2025-07-08T07:31:23.483Z,CqF1myxqcXMKcSdgPgDFyoayimtZYkQBXFNbCdmGpvuj,22.268253097108936,0,Jupiter
SimulatedTxqv5racpfsnm,2025-07-08T07:31:28.491Z,4M8A8pGxH9UAXuVSrryJBD7JtEX8MHajzhcyhTx7uENc,14.063557274124694,0,Raydium
SimulatedTx0yvs4rwbdlgg,2025-07-08T07:31:33.495Z,4xgL6EzJTEH3bDFntXxhHtmVZ6UCzzfSSm8zTZNTPE99,20.522208983475032,1,Jupiter
SimulatedTx9h91c2lcro,2025-07-08T07:31:38.504Z,21sTh8pL4wWW9qbDg2qdtQMmYWt1aawHNCFLKxMG5uhE,63.64300108669523,1,Raydium
SimulatedTxaqpn8113tcq,2025-07-08T07:31:43.506Z,5t5bJj7jaxi2tK7mdqXPoP1srZSs9QVBE7kmzsVcnJiQ,11.453141840274217,1,Jupiter
SimulatedTxjx8ygi22ydk,2025-07-08T07:31:48.522Z,Hi4ueBzkWGe7sKiBDAZoGVwQuLjBuBSvCUongZYLV9bF,95.03480766841584,0,Orca
SimulatedTxxjgq1idjze,2025-07-08T07:31:53.526Z,C7ShXeFGRKUCUW8XWKz8A2NK58o2TvqksRhai4VvL6uu,51.904090479838,0,Jupiter
SimulatedTxcv7f3qkyxii,2025-07-08T07:31:58.535Z,21YP7W1MDvBPrjb3zo7w3mCd7DNut8urvG5eC99at7Vz,61.65779278524517,1,Jupiter
SimulatedTx2uxbtpa4y9m,2025-07-08T07:32:03.548Z,BgbUQCr6sqdyxgK8tc48YaLhw9mN624W7G5fs6Homv8b,45.08377866974564,0,Orca
SimulatedTxonkn8etjmm,2025-07-08T07:32:08.553Z,E8bJdEQbTJ2DJicnJvMTjTVW2aSfAZQqoDnEDXq1T8cR,20.05891144701726,0,Jupiter
SimulatedTx5k3ukfmi8wn,2025-07-08T07:32:13.554Z,76gFrqJLnupwDwUckbpGAgMwbeE7w3XdJakNei86DBP4,70.12530070805249,1,Jupiter
SimulatedTx1672y8c7uq1,2025-07-08T07:32:18.566Z,AtJNnAQMNUQQbYcLq6fTTa1mnKNZz6oi1rEUAEz71Zjw,82.353080435308,0,Jupiter
SimulatedTxncu8s4cd6t,2025-07-08T07:32:23.579Z,5ChWw8qpCzJDPvDzSmBTAucETphdFDD5C3UvrwhfC6Ej,36.285053697844226,0,Jupiter
SimulatedTxqe38kbbq4k,2025-07-08T07:32:28.589Z,EASiwZpekLHXeFXn4cdxx6DUkWkqMeCWqVznwtYPgfQM,9.322363931798105,0,Raydium
SimulatedTx24nu97o3u8,2025-07-08T07:32:33.603Z,39Snpf8on2JThMFBjg3nd8WRGinUCPKjtC41HKyW1ypg,89.45929322333556,0,Raydium
SimulatedTx3pzk2btwxc3,2025-07-08T07:32:38.618Z,E8Htf8DyTUApX6VjxgTsGeZw2Cv5oA9ucbHj9PdfVa4g,7.464997023603748,1,Orca
SimulatedTxmycuaji4qeg,2025-07-08T07:32:43.632Z,6cJkN9g6LtBgACE8pJovNcodf2MmF2iVmHnEKLi8Y3wH,99.96035964046766,0,Raydium
SimulatedTxx0q7k32ryjl,2025-07-08T07:32:48.636Z,9hBLVX3vXpibUNKMPhh1BLhLLTsQAWKFaxpsRJr5FBne,82.01348052154138,0,Raydium
SimulatedTx5e3q58yhbxl,2025-07-08T07:32:53.642Z,GCzDYFc8zUZW7EQN73zJR5b9LCc4essxo3cWbBvrYtZG,36.75701691136277,0,Raydium
SimulatedTxyhuftntarwe,2025-07-08T07:32:58.646Z,3QCs4JFuT17E2VarKVvgHgcJ6ucnm6tjHWaivjoWCD7p,57.01240588572403,1,Jupiter
SimulatedTxq0kjud96i3,2025-07-08T07:33:03.646Z,96yRGdbcaRQzkupSbxpskPhbCKW1D9hQcXS54iBFbsSa,32.36671411227894,1,Orca
SimulatedTxv8uid7qf21e,2025-07-08T07:33:08.658Z,9wJt6Azk7R3qxKpXiHYTRpkjJKWKJ9caPD175FoPkZ7S,85.25641949393076,0,Orca
SimulatedTx6hl8jw49a3k,2025-07-08T07:33:13.672Z,6SDbUeJQovHzy2yYquWCXsTh4GK9F8Sn3FfgCaapKnkQ,97.66513181072247,1,Jupiter
SimulatedTxjek9zaofnmg,2025-07-08T07:33:18.687Z,7MXM9D3fAr4Nv1oR39RcDd37y8E45M3pwuYxRTiZkxrX,1.9070931998405483,0,Orca
SimulatedTx3p3f3fhjl6d,2025-07-08T07:33:23.701Z,5JqwDHXxwJgeRVU8NEpTPAoDfMzNTf2sUG9zUb9TWBb1,48.03167274362126,1,Raydium
SimulatedTx8dr1hz4mh6y,2025-07-08T07:33:28.708Z,Ep5UWSqc1Pr7cBGDKpFQgXyCde2QUTqCsUJLc5xnbDVX,14.743537055927124,1,Orca
SimulatedTxpp3m0m3u3h,2025-07-08T07:33:33.716Z,AwbVLLGcZvL43CwfXSEnpBcN4a1s3QM3CraTnKTB6od1,64.55700268524271,1,Jupiter
SimulatedTx4ok8t7frbnf,2025-07-08T07:33:38.720Z,5DhyvjkoVjiyJoDQ6ZP1MxCXwT3qNJ4PTaswuwfP4ZtN,19.165990687826874,0,Raydium
SimulatedTxzj574jscx1l,2025-07-08T07:33:43.730Z,H8ApWT8mU9AEe6D6nn9FqcTB3M1sATnxjFNLomcFQfPH,82.30877306311541,1,Jupiter
SimulatedTxmom9ra5zmog,2025-07-08T07:33:48.731Z,tr8tRJScT9xmEbhPxe967nZFuxkH2seUjkpDPVx8VR5,65.20406019555122,1,Orca
SimulatedTxs73tqwvsrvo,2025-07-08T07:33:53.742Z,2TJAvrnqUxiqesdAgrVZFV6tsDBZQRhLCzVpUpbxdtDR,92.78234162642933,0,Raydium
SimulatedTxhzoetafpov9,2025-07-08T07:33:58.747Z,DqVn2CuNvi1GJ3AhnPJLP9UX4fcG92vCgDALjdi6ECNW,8.046151059992068,1,Jupiter
SimulatedTxricz1klpn08,2025-07-08T07:34:03.755Z,EkjJyPDYSUTo4r757bRt5Jrhbapf8FLcLzMBwcphjkjM,69.44099888645145,1,Jupiter
SimulatedTxef4mjdpjvg,2025-07-08T07:34:08.766Z,Hv7chhCRT5YMc34PkH92VtxvAmfcUrtFspHhtfJiic9k,84.22289756998083,0,Orca
SimulatedTxftp10wgu8vi,2025-07-08T07:59:05.022Z,4p58VThxTiNMM33ikAnU5LtszYPKT6acihFSeGX3Bj3U,60.60207491034553,1,Raydium
SimulatedTxp5eq4d7fxyh,2025-07-08T07:59:10.033Z,6jVHoB2twPKniKuE7nayx4ogCxV9NR6PbjQp24mcVWxE,46.516456398540896,0,Orca
SimulatedTxjb1wu51t2s,2025-07-08T07:59:15.049Z,CXGu8ieShJ1zsNQthpSYpBfwSVABpxXGUWiXzRQnKCzK,50.121985954353974,1,Raydium
SimulatedTxrn0rxzw4ftb,2025-07-08T07:59:20.064Z,EGxisSirQ9XX2rZYZjdrU95DT3mo8M443JCAGg9oLzun,81.73131113108832,1,Orca
SimulatedTx2e40jy5vgpk,2025-07-08T07:59:25.070Z,FroET4nNHQ8oW5aQYR5soPjquRekKCYq36zHEwHsWSFY,41.58558390638849,1,Jupiter
SimulatedTxcx2wjdu9rrh,2025-07-08T07:59:30.075Z,By25c53jdetqrvG9zQmBRU3PSk1g7mtmqB1ckfK4XcTA,92.28798954634047,1,Jupiter
SimulatedTxlidg5t2dh7c,2025-07-08T07:59:35.079Z,EzJyGxVTRTap1n9E84Cit5rrydc8esLC8sCAcbDhJddQ,37.76723123184447,0,Orca
SimulatedTxge3fij035pw,2025-07-08T07:59:40.087Z,2nHSDvYVHKWCKhQ1KNFDM8Ny7zNR44NnRbzsj84yxSUC,84.8098321704831,1,Jupiter
SimulatedTxgh26ahzixoo,2025-07-08T07:59:45.091Z,84rfucAYNBk79iQRUbTTmRBnZSZjqxAUEbdRVPS8BzaU,88.12049261612196,0,Raydium
SimulatedTx1q4fvuodmdu,2025-07-08T07:59:50.107Z,EU4wh2zoCxc7hR4GmxWPnjcJBPDuqz1HVYYCgXmUXdYt,46.07934959082052,0,Jupiter
SimulatedTxhb1ozt54e0e,2025-07-08T07:59:55.111Z,AgNmpUrrBrwBgbBAX7XthBmzkxXD4Y4e25kZn1c2psZn,35.99921536779058,0,Jupiter
SimulatedTxdo1amq6rgdk,2025-07-08T08:00:00.115Z,G67XxwRzHzjrNK9zpYvBsV6p5FL8ktu6w46nJNRo74cy,28.601708074666952,0,Orca
SimulatedTxs1bk5wj2g8i,2025-07-08T08:00:05.121Z,76qxKAkJxYHG42YbNFZgxSXQ5RkWgm3RTXvN4SofmUxh,5.778349334101929,1,Raydium
SimulatedTxn41zzg17u1d,2025-07-08T08:00:10.133Z,9phdrtrJ6SyJkKvL96p814xdVwRu33FdJoTDcjKpPvZ7,90.88605514758162,1,Orca
SimulatedTxj4so0j7bc79,2025-07-08T08:00:15.138Z,7Wfk6Hi81j17cKRigNEq4DJ1aZJ6ZZLMTT87tXaRpWy9,49.651981721927555,1,Orca
SimulatedTxsau9z50sw9n,2025-07-08T08:00:20.142Z,ArcMzwzQkrG69fmjVQssZUcN5PA61H65k7dEQxgyzsyc,54.94742037007527,0,Raydium
SimulatedTxnxe6au23zpr,2025-07-08T08:00:25.151Z,9DTZB91fNnxAF4x4tpVYndy7aBEm9GTThmzRZBZyT5uf,17.670487358973052,1,Raydium
SimulatedTxqrvtwodnpz,2025-07-08T12:23:15.015Z,GQFpAiWLw2uwN9WHhwywU8XRsVM7KhC8wtCR98znwxAK,81.06647857823981,1,Jupiter
SimulatedTxtkeqr2ibgd,2025-07-08T12:23:20.026Z,FbgdwDFqyNAPr8Qa1czcJBnT1gu7HsmjyeQD6nurz1Ng,9.631542045630725,1,Jupiter
SimulatedTx29lt77jsvk,2025-07-08T12:23:25.029Z,HrjTRK6D1J6bw1qGEf88wt5r8nFDz4Hc6MSaNgNVhzND,62.42911467808212,1,Jupiter
SimulatedTxfporzy1esb,2025-07-08T12:23:30.034Z,2Kny32havUPs5XPiV4aDgMZSzJ472sNDViaskgNRtsRX,50.18881354304454,1,Orca
SimulatedTxbm09n8xsfzn,2025-07-08T12:23:35.035Z,FSU7TbG9aQ8QGJ3YRE7m96BaPU8qVwRAq48PEu14CmvG,44.898161904239764,1,Raydium
SimulatedTxe2nov6d6xll,2025-07-08T12:23:40.042Z,CxWVY7hqE9DMU2gcK5pHZBvyBvfMbX6JjvgyVxkcAHHu,22.161470251439532,0,Raydium
SimulatedTx12qjlv617d5b,2025-07-08T12:23:45.047Z,8jEyWKRDFA7NWWD4rqkKvcczxcSuC4GzsRkpjqg1ULHX,77.60367704053901,0,Orca
SimulatedTxbk4lmrmgyao,2025-07-08T12:23:50.061Z,F366HzhD47CoRoBozR8VVK8LjXXg3odFdHaVJEvhyYDM,36.53850453453566,1,Orca
SimulatedTx2rrvn9wwqdc,2025-07-08T12:23:55.069Z,Djt4U6XUb6APLKSbsQTmGRRTF1VdMHzzTfeqQJVvv97C,69.41290453047031,1,Orca
SimulatedTxlxw5jqr7cq,2025-07-08T12:24:00.082Z,4dpCNgozpPJPXkm4q5hphqRTuLYC44RQSvaAd6KREr9a,28.644352062527133,1,Raydium
SimulatedTxy6yw8ybf2kp,2025-07-08T12:24:05.083Z,ESFSR4gccCo5YwLGphvbGSSzNW2kggSq11EUuyndw4K7,23.544387116223508,0,Jupiter
SimulatedTxqiw3bvlli5l,2025-07-08T12:24:10.098Z,3H46J3fMcsEsfJA1o84bEtfTnz8TTnKVe5tyQxDWq33f,72.09798419577244,0,Orca
SimulatedTxmdrrhfgxaf,2025-07-08T12:24:15.113Z,2m73BbYQ6wuabaNpZcwmyEdxWfTRe7YzSv2HBFASnuZC,98.25133931192629,1,Orca
SimulatedTx5xs1wfx5s09,2025-07-08T12:24:20.129Z,63gRz31qUawm6CqHQCs2PY3suZcvrYpBQUCQ643QVVPk,19.041714709547875,1,Orca
SimulatedTxdbxeqhuycl,2025-07-08T12:24:25.129Z,6EweQDwDdanuyfdoKeeN6kMo9NAuZJUgUGaDVv7CYyqB,63.94731087328953,1,Jupiter
SimulatedTxwazn7ffzdk,2025-07-08T12:24:30.136Z,22TLotAXYaf2KD9TJC3peXsGgQHjsM6Mej9YFAd8wr67,73.67489780034988,1,Raydium
SimulatedTx3j7f8ymcpi9,2025-07-08T12:24:35.139Z,4CVvXeYH82VHWrUYDm85iNiC3wMiJvgQdfNQmwYbXnBR,97.83683673789787,1,Orca
SimulatedTxp97zjc7twnp,2025-07-08T12:24:40.141Z,6XQc9tMdiiHsWp3gbQPdMKxBx2jgyAWELBTTPTDUnYCb,64.28555120024659,1,Raydium
SimulatedTxagb0okvz6xt,2025-07-08T12:24:45.154Z,J7ZuTLLFErbG5WToUweAYyhkDtvo2ZUSXf5x4DgszR4N,18.30341586068329,0,Raydium
SimulatedTxwgqcb5c6id,2025-07-08T12:24:50.156Z,F7WLgxccbwyWByhr4BmHpwUh9LxrSfiNsiVpKKyoVzZ6,73.00408096478893,1,Jupiter
SimulatedTxrzgt9yendul,2025-07-08T12:24:55.162Z,EXeXeA7JQ12qo5xAzpEFtX2uL69kTcrFPFiuygnEZbce,79.17994414663903,0,Jupiter
SimulatedTxtd7o4t23qgo,2025-07-08T12:25:00.168Z,6wdUNRWZn17LuSVkEwFJXjN9jCi1naGpwouwo4arXEb3,70.34016223230995,0,Orca
SimulatedTxq3ajoioukj,2025-07-08T12:25:05.177Z,SyRi2RV1MTMrT6Hb7JYGgL4YzPg1jAhJZ9FqTJXwkgd,39.676158274717245,1,Raydium
SimulatedTxki5uj3p80ya,2025-07-08T12:25:10.189Z,2dtpq8PoyVPuPgPGmvUM27focT1z4GZhGh5nb3CrmJfU,87.8472197548801,1,Raydium
SimulatedTxjoxjbo1k2k8,2025-07-08T12:25:15.202Z,7HFaEoNNY6X8Lskv2h6YZa7rugANojueixNjPHND7HFe,33.133217511547656,1,Raydium
SimulatedTx19qswyho69n,2025-07-08T12:25:20.208Z,936QyJTVAehEwLyaNfTabWSJ3UEhcryo8pfBLYfNEXuZ,98.99772942399017,0,Raydium
SimulatedTxamdgma10ill,2025-07-08T12:25:25.210Z,Fm4u2EWiQGTeWMYNoTqVLtsMmC3XFpbJGRkxnjt3iZg,67.89508571092358,0,Orca
SimulatedTxhw7657gx9q8,2025-07-08T12:25:30.224Z,Gv2GyPg8mcZoDXP9ePp3J4eea8wYedFHm2i2Kj7Vtk56,58.343390468691815,1,Jupiter
SimulatedTx38yg34vayr3,2025-07-08T12:25:35.230Z,J2CjVZS7MNcRJGVRQN2cFzACS4VqPfTfqs93fTQomDhR,34.53999903638491,0,Orca
SimulatedTxwzzilm98azc,2025-07-08T12:25:40.238Z,79xqHBWJ8ZWk9zmC36FKUS49KgbTxTca61vpj2SPhHBs,30.30535316318945,1,Jupiter
SimulatedTxqxiy01ykau8,2025-07-08T12:25:45.238Z,4LjgwXWmTuXLiCEgdFphonUT1wg33WbbhsNsdosUGvb5,38.022012153530696,0,Raydium
SimulatedTxgqmxk61e2jc,2025-07-08T12:25:50.241Z,2qJ3TpX4X7jVkxpA7bYFeQA54MUngcYe4GgChGE3cUmW,69.9079343726565,1,Raydium
SimulatedTxbod96ncm9w,2025-07-08T12:25:55.255Z,TEeNvJLK74j4eUQMuykxXEH2AqhTx6L1i5Uk6cQMzSk,22.323954327200934,0,Raydium
SimulatedTxw0pwipxygab,2025-07-08T12:26:00.257Z,4fU8pwRXvtWT5PYtehbyZfmUC4XBZKPaThCTVybTMRis,94.24519144680559,1,Jupiter
SimulatedTx1pkejk39cgr,2025-07-08T12:26:05.262Z,318xB62sc91pzG83HNFL5RzFZFpPejL83jGnbLdq6wJ7,93.0243361564073,1,Orca
SimulatedTxsxr8gzhfmhh,2025-07-08T12:26:10.277Z,23kWsJaQTpq5spD2sbkSJKvo9aAzv5gNUJVGm4BFJx3M,16.81256587536022,0,Orca
SimulatedTxf1l95ya6yok,2025-07-08T12:26:15.290Z,9dJBUExRSJ8p1sra9SF46hXcLMHP8i5kj9eS3JwB7YPa,47.14809563595497,1,Raydium
SimulatedTx5olw8p0vjf8,2025-07-08T12:26:20.298Z,528UfLFKvWzANYdwJNoLRtvnq96HqfnkmiJH2VeBzP5i,57.15143555310276,0,Orca
SimulatedTxjxoz55e3vl,2025-07-08T12:26:25.312Z,qVkUW1eVSGaZvrKJGFPWPTyNs5V122AY6Ct7GKPfMMV,91.82559993132115,1,Orca
SimulatedTxngc4z5x4wyk,2025-07-08T12:26:30.317Z,96DdbpzJHqJxsG9yDkWpLgMwKsP3uWGaqRJgbMq3GYzp,98.2758602400753,0,Raydium
SimulatedTxrrctqw5ssg,2025-07-08T12:26:35.318Z,CXvKWhq9RpPi3CvdEXa7xaZgupnw5b8Jcm3QSDRNBmF3,40.590536494327026,0,Orca
SimulatedTxn3qy2bl1og,2025-07-08T12:26:40.320Z,AZ5cdjoKW9u6gw93vTi2on8fAG5GFVNGx9oWaHQKF6yZ,77.41094400778638,0,Raydium
SimulatedTxmdp41kz8hh,2025-07-08T12:26:45.324Z,B2N8zDv7dVrgDqTxcNqK3PRz6v19NtoR5upKhdQSDskH,32.86095346011753,0,Orca
SimulatedTxzeow9zao1js,2025-07-08T12:26:50.334Z,315VB1Y1yi8DYMMAi4zBsLBQZFUVS3g3GbARRML1RVwi,70.85077731946723,1,Raydium
SimulatedTxvweg47pxq2,2025-07-08T12:26:55.349Z,H4YVX9A1LzgjK8uE6CKEZ1RaQ7S8dyGTBumzijsWAkbV,79.02383161610773,0,Jupiter
SimulatedTxxxa1de466sn,2025-07-08T12:27:00.363Z,486uTr3ssuw1AViqKMVHGSm5cV8AERpkTr8XH2jFabNz,70.73109694009094,1,Raydium
SimulatedTxlgnyqf78t2s,2025-07-08T12:27:05.373Z,9QsUAAFc9J1iMcHqBYvZUARtVwa7t3Tj9e7MQVVPpMYa,59.91891229560644,1,Raydium
SimulatedTx8idf0cdb4le,2025-07-08T12:27:10.381Z,x32P5DwdoJ8Zaq8o9hosP4YaFGx8Q3RDAtSdq5sCBMf,30.82215888288493,1,Raydium
SimulatedTx3zv5i96h8xt,2025-07-08T12:27:15.393Z,BB563RuFUSaQWSqNDxQQZVKwTtYHXhkrX1tbL9TYnY5n,85.45138117993352,1,Orca
SimulatedTxsmeff2bmfwj,2025-07-08T12:27:20.402Z,J53cNo6e17GD7MCTjj9tR6DcfxnFZVsaJRYtjrkQgAW4,94.32947896335193,1,Raydium
SimulatedTx9cieobbqzev,2025-07-08T12:27:25.405Z,EVv6eQowEjhDw23sgd9jvHHrG1ttSZNogxG3QyV4n88W,97.18692131506346,1,Orca
SimulatedTxs4uw4e1qn7,2025-07-08T12:27:30.408Z,5nxeE9c8xx3H2hK9U7u4HkbDNDRDVdaydZCvn5KB9Ft3,49.74902930044127,0,Orca
SimulatedTxxlntakvxu0s,2025-07-08T12:27:35.424Z,9Vbbng4CJTUZqYJvqxVUQkakc3K8kaxX1Gmp232tW4Y,49.633270262616946,1,Jupiter
SimulatedTxoypprrrew4b,2025-07-08T12:27:40.427Z,FLaXY1yTkHLJMP63FRE8HN17nHXxCagXdtcQjMBqVAP,82.52698402685314,1,Orca
SimulatedTxt44p84ejjfg,2025-07-08T12:27:45.431Z,3CHh7ZASGk7kBPJWCgR7ZatzMugnpcGVaV2SKZgYvB88,38.615468729775905,0,Orca
SimulatedTxtqp4xuccu8o,2025-07-08T12:27:50.446Z,5cf8XxzLEHuo7YLTCd2x8gwBMT9mTN5Gb9MW2A2A2pcW,27.658405955266208,0,Orca
SimulatedTxngzdf8qcjvp,2025-07-08T12:27:55.450Z,2SsajSMtfWqxxiiz8PyArMCLsMosNh94uMxcZp6r42YB,2.9294501609683055,1,Raydium
SimulatedTx5ckiek0n3ym,2025-07-08T12:28:00.464Z,6tLS7r2myWquWr58yaFcQykMyfFM3bwYqYm8M9cLPje6,16.37922936246956,0,Raydium
SimulatedTxlvwss0gyz8r,2025-07-08T12:28:05.466Z,4g1hWnLQc128b2iVvNBiiHVecZpCVqkLF8oFnU6WpPJg,47.85393959387609,1,Raydium
SimulatedTx3rka9dq1p6x,2025-07-08T12:28:10.474Z,7Uox1gqHsTy4hy2eJ6NG12JyyHeQSJhTPXfjUpM5qBWB,87.06295128647807,1,Jupiter
SimulatedTx8qt7oxthhvs,2025-07-08T12:28:15.476Z,2W8VV9Ck9kgmrJbpNfNFjAiu6719gkGD45Lu8NCn2sQX,10.786956092468314,0,Orca
SimulatedTxl9y2wbes47l,2025-07-08T12:28:20.482Z,3GB289ACb4sTBB6X6hDmUoKgq3kUyei9Hs5BDG3Yve9e,73.32779019029141,0,Raydium
SimulatedTxg114l47suve,2025-07-08T12:28:25.484Z,4QehEAkKNZhjDst6tpXpiPctKB58TBQ9h9jzCMdx2TJC,76.24418922926162,0,Raydium
SimulatedTxmlkhw3lm7h,2025-07-08T12:28:30.498Z,BCQPiqBVSB22eMcrhYHJKcqUcCfR8NW5iCXwMDmDmnFe,7.111229306806144,0,Jupiter
SimulatedTxwqad4w313nk,2025-07-08T12:28:35.510Z,EmY4gP3hARkKwS48Uq7L2XLFs3gsVjP2GW6U4iTu4anY,61.57813531054088,1,Orca
SimulatedTxiti7ec0y3s,2025-07-08T12:28:40.517Z,BpiQ9z9qt1VkFq8zZaYYMgRaocgpyC7S5DGd7nYhx8Mx,87.27959782854768,0,Orca
SimulatedTxt89vyo4bpd,2025-07-08T12:28:45.526Z,9XK9P5BvUBBSQptr37htiXtvrkfegfNYASCJ1bq7a7LH,80.9363806375226,1,Raydium
SimulatedTxfc3icmm1ozd,2025-07-08T12:28:50.542Z,AyjjPNo9NuueazCf4V2mbxjBNBbfxtjaRX7LKGjyKwJE,54.114074100986386,1,Orca
SimulatedTxo8ybennjl9,2025-07-08T12:28:55.556Z,6SGH4X8PKqzrWNZS3AHPEhCY1AphmUrJYht1LBRwLn1d,52.95800710757555,1,Orca
SimulatedTx2x20lpodo7a,2025-07-08T12:29:00.556Z,ErpAFhD4XeCb9iSxdubkup5eBiHmLkgvE2JYBYMQ7Ece,6.772684539884377,1,Orca
SimulatedTxj2losuw2lj,2025-07-08T12:29:05.557Z,A9sia8kWNiUqaBsWDdT2ssqFcdzU59G23Q7jjtHbZNdM,9.594028799820675,0,Jupiter
SimulatedTx7lcjfszwhv,2025-07-08T12:29:10.558Z,3Qp4d9JGsgRd6BVvXh2Uth84727YFjM3He2robqutz5L,64.26457959489964,0,Raydium
SimulatedTxzjl50cozpxb,2025-07-08T12:29:15.570Z,AhsNxsXtAc5yPyZRrXpshP6LGFKFoqvUB4Z7tWHq4MTb,68.8203914805242,1,Orca
SimulatedTxhfs8wonhb3p,2025-07-08T12:29:20.576Z,FRsY6CPTjhmcijp6WZzH1LELr5nKZV1SzpXhp5UsqfF3,77.57331720969849,0,Raydium
SimulatedTxxuo4au17s5f,2025-07-08T12:29:25.584Z,B16AsYdFS6RGmg1AE8Rir4qzqxnPNgdRxTggaFpCsBXS,61.12941606817608,1,Raydium
SimulatedTx88wz7jd6lrc,2025-07-08T12:29:30.590Z,GBTVSAwiHPH5qa9C7Rf5HuhxiFWa589s2dtashKyLJP,83.71587626328092,1,Orca
SimulatedTxwagjitcp03m,2025-07-08T12:29:35.603Z,7jXeAuhQsfbMhmuu3ztUcmJGnQ2c8wGtshWUfLg3fVMr,99.27180814530601,1,Raydium
SimulatedTxy2nnez7ul8,2025-07-08T12:29:40.616Z,FcmcnJdDSV2BmtdQSTeKNDFbDUjk1rMJ3t6FbRLVFhpa,75.47099083916764,0,Orca
SimulatedTxrqia8a9ah4,2025-07-08T12:29:45.630Z,5Sv6Aa7sFExTY9PxUE1Jmk5CYvp2C9GNVj58ya1u6Fo8,24.01861081636931,0,Orca
SimulatedTx5d6lhzr1x96,2025-07-08T12:29:50.645Z,8Lg4X1sd9j77MFH2SzK8s6BAD63d6F1qck7byDDVEUzH,40.61605462193205,0,Orca
SimulatedTx2lotx6e05qa,2025-07-08T12:29:55.657Z,6xoWJAmvdE9HB296G1RzFDU6S5zCwukTv5mBv9BfjK8m,77.9993346108425,1,Jupiter
SimulatedTxvmf0ktvsxc,2025-07-08T12:30:00.670Z,3G8w5VyaQiwQRECXi7PFQtLSyhpvRx3J13fa4N5vjtUz,20.954923182549436,0,Orca
SimulatedTxtix7zvsjouf,2025-07-08T12:30:05.676Z,2Pz3Dm1GLYePBZZ6tDCB3ZP37EAcMUwbSrCRZq6XFguq,92.19274294692626,0,Orca
SimulatedTxjkmre9uyu3d,2025-07-08T12:30:10.685Z,8ggju1aNNMySXsY5AtGY5vb4mckaww9BqWRdyQ8Fzipj,93.37315393730483,0,Jupiter
SimulatedTxycnku3uocfa,2025-07-08T12:30:15.697Z,9AEMU9Vcpbt3xdXoXa7LZMTjv7AWEW9j8tjHj4vZY6ri,30.100664171841252,1,Orca
SimulatedTxdjsl2zfilf,2025-07-08T12:30:20.697Z,HuyeKSKjnzsiFz2Jw4r4y5cv1fEUNpPLj1SMurrTFVvF,18.684351193757507,0,Raydium
